RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,31-12-2023,31-03-2024,30-06-2024
84344,2248,60089,zip,IL,IL,Buffalo Grove,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,2074.834458,2124.833029,2175.541303
84838,2308,61201,zip,IL,IL,Rock Island,"Davenport-Moline-Rock Island, IA-IL",Rock Island County,915.1760572,967.1757387,966.7071299
84592,2395,60565,zip,IL,IL,Naperville,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,1928.077473,1989.115793,2072.3712
84626,2403,60624,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1482.391166,1511.074953,1503.17139
84353,2460,60098,zip,IL,IL,Woodstock,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,,1334.248729,1361.021136
84696,2468,60901,zip,IL,IL,Kankakee,"Kankakee, IL",Kankakee County,,,
84364,2474,60110,zip,IL,IL,Carpentersville,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,,2011.168677,2057.138025
84330,2512,60074,zip,IL,IL,Palatine,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1859.342111,1879.487483,1912.289092
84296,2567,60031,zip,IL,IL,Gurnee,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,1708.87089,1760.726733,1844.615385
84445,2620,60202,zip,IL,IL,Evanston,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1895.923637,1923.718253,1992.793241
85387,2629,62269,zip,IL,IL,O Fallon,"St. Louis, MO-IL",Saint Clair County,1527.863241,1508.431524,1490.666649
