id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,neighbourhood_normalized,zip_code
26034464,Susie's Space. 2BR easy parking & pet friendly,17657217,Susan,,Avondale,41.93291,-87.69085,Entire home/apt,180.0,2,307,2024-06-09,4.21,1,36,53,R22000078979,avondale,95824
26476402,A Stones Throw from U Chicago South Campus!,65247752,Luke,,Woodlawn,41.78477,-87.60005,Entire home/apt,139.0,3,202,2024-06-17,2.78,1,185,46,R24000114192,woodlawn,97211
26843049,Pilsen HofC Deluxe *In-Unit Laundry* 2bed/1bath,100782278,Chicago Furnished,,Lower West Side,41.84962,-87.68112,Entire home/apt,135.0,32,19,2024-05-30,0.28,34,338,2,R12345678901,lower west side,60608
26877934,"1B Chicago Room nice, Roku TV, Wifi",127235673,Alex,,Edgewater,41.98631,-87.67258,Private room,,1,35,2023-10-17,0.49,7,30,4,R17000014400,edgewater,78248
26940306,Cozy Hideout in Art Filled Chicago Neighborhood,202704228,Joe & Amy,,Lower West Side,41.85709,-87.6568,Entire home/apt,175.0,2,98,2024-06-17,1.36,1,113,10,R18000031688,lower west side,60608
26959321,Exquisite Condo Steps from Lincoln Park,78910173,Jack,,Lincoln Park,41.92944,-87.6406,Entire home/apt,269.0,24,10,2023-12-29,0.14,1,198,1,R18000032685,lincoln park,80204
26991799,15 min Ohare/Rivers Casino/ Downtown & Parking2,198731500,J.R.,,Jefferson Park,41.97239,-87.77103,Entire home/apt,115.0,1,169,2024-06-16,2.34,4,45,8,R22000080213,jefferson park,90018
27021916,Oakland Historic District/Hyde Park Gem,11542829,Susan,,Oakland,41.81878,-87.60228,Entire home/apt,225.0,32,6,2024-06-05,0.24,1,92,1,R21000071932,oakland,60653
27063669,1BR Garden Unit close to Everything,26077223,Cesar,,Archer Heights,41.80391,-87.72712,Entire home/apt,94.0,2,126,2024-06-17,2.69,1,314,43,R20000056199,archer heights,60632
27168613,Princeton Bath and Tennis 1,202087077,Patrick,,Fuller Park,41.81503,-87.63397,Entire home/apt,25.0,32,111,2022-04-16,1.55,1,311,0,City registration pending,fuller park,60609
27228203,Pilsen HofC I *In-Unit Laundry* 3bed/1bath Apt,100782278,Chicago Furnished,,Lower West Side,41.84923,-87.68124,Entire home/apt,144.0,32,10,2022-12-31,0.15,34,325,0,City registration pending,lower west side,60608
27230321,"Large Space, Two Levels ,Deck, Parking",19645168,Brandon,,Lincoln Park,41.92949,-87.65845,Entire home/apt,652.0,2,159,2024-06-04,2.29,16,204,27,R18000030317,lincoln park,80204
27247279,15min Ohare /Rivers Casino/Downtown & Parking!3,198731500,J.R.,,Jefferson Park,41.97229,-87.77097,Entire home/apt,106.0,1,128,2024-06-07,1.78,4,65,7,R22000080213,jefferson park,90018
27260309,Victorian House in Heart of Rogers Park,4337422,Krzysztof,,Rogers Park,42.0104,-87.67074,Entire home/apt,496.0,2,69,2024-06-15,2.82,1,123,32,R24000117158,rogers park,60626
27308270,"Sophisticated, 2-BR Condo in Old Town",9094538,Nicole,,Lincoln Park,41.91457,-87.64186,Entire home/apt,229.0,32,82,2024-06-01,1.15,6,205,17,R23000101594,lincoln park,80204
27359639,Center of Lincoln Park/Depaul/Wrigley+ parking!,153282233,Justin,,Lincoln Park,41.91924,-87.6525,Entire home/apt,213.0,1,374,2024-06-16,5.26,10,49,34,R17000021441,lincoln park,80204
27471588,Bedroom,132131180,Rafael & Eugenio,,West Garfield Park,41.87409,-87.73185,Private room,,31,50,2024-04-13,0.72,2,19,10,R18000032640,west garfield park,60624
27804909,Oasis In The Chi - HOME,17493679,Cass,,Auburn Gresham,41.75234,-87.65656,Entire home/apt,325.0,32,1,2018-08-19,0.01,4,83,0,R18000031719,auburn gresham,60620
27830773,Study oasis with private 1/2 bath,91946836,Jordan,,Hyde Park,41.79964,-87.59896,Private room,40.0,32,42,2023-03-31,0.6,2,29,0,City registration pending,hyde park,63107
27853037,Pilsen HofC Tranquil *In-Unit Laundry* 2bed/1bath,100782278,Chicago Furnished,,Lower West Side,41.84905,-87.68058,Entire home/apt,119.0,32,14,2024-03-27,0.25,34,278,2,City registration pending,lower west side,60608
27890313,Oasis in The Chi QUEEN1,17493679,Cass,,Auburn Gresham,41.75241,-87.65611,Private room,59.0,32,3,2019-10-20,0.05,4,89,0,R18000031719,auburn gresham,60620
28052689,Cozy 1 Bedroom Apartment at Avondale!,3920450,Vas,,Avondale,41.93927,-87.71772,Entire home/apt,74.0,32,16,2024-03-24,0.3,4,196,4,,avondale,95824
28287649,Home away from home!,60521191,Sonia,,Lincoln Park,41.91568,-87.6395,Entire home/apt,314.0,32,55,2023-04-09,0.79,1,344,0,R21000075345,lincoln park,80204
28340486,Oasis in The Chi - QUEEN2,17493679,Cass,,Auburn Gresham,41.75368,-87.65483,Private room,79.0,32,2,2019-10-15,0.03,4,89,0,City registration pending,auburn gresham,60620
28359732,Custom Apartment in the heart of Avondale,30435360,Jen,,Avondale,41.93585,-87.70986,Entire home/apt,150.0,2,128,2024-06-10,1.84,1,313,26,R22000086868,avondale,95824
28361473,Opulent 3bdr2bth Old Town Luxury + Parking prmts,88052222,Adrian & Veronica,,Lincoln Park,41.91295,-87.63452,Entire home/apt,799.0,2,69,2024-06-03,0.98,4,325,12,R22000084310,lincoln park,80204
28402457,Lovely 1920's Quiet Charming Building,12909422,Stephanie,,Rogers Park,42.0206,-87.66525,Private room,60.0,32,10,2023-06-30,0.14,1,268,1,,rogers park,60626
28522014,"Bright, Gorgeous Apt Private Parking available",149317569,Tony,,Lower West Side,41.85347,-87.68362,Entire home/apt,156.0,2,164,2024-06-08,2.34,2,307,21,R20000053720,lower west side,60608
28564489,Convenient Hyde Park 2 Bedroom Apartment,215582020,Stephen And Trecia,,Hyde Park,41.80125,-87.58876,Entire home/apt,129.0,3,200,2024-06-18,2.89,1,90,31,R18000035569,hyde park,63107
28864302,Pilsen HofC Boutique *In-Unit Laundry* 2bed/1bath,100782278,Chicago Furnished,,Lower West Side,41.85103,-87.68133,Entire home/apt,124.0,32,17,2024-05-31,0.26,34,338,3,,lower west side,60608
28916065,"Unique, comfortable oasis in the city",92534777,Ria,,Avondale,41.9342,-87.69292,Entire home/apt,165.0,2,134,2024-05-19,1.93,2,63,5,R21000071768,avondale,95824
28982045,Lincoln Pk-parking-wifi-King bd-crib-kid friendly,185334362,Michael,,Lincoln Park,41.91789,-87.64532,Entire home/apt,262.0,2,312,2024-06-16,4.51,1,30,62,R22000076823,lincoln park,80204
28991510,"Renovated, peaceful 1BR with great natural light!",9094538,Nicole,,Edgewater,41.98968,-87.66152,Entire home/apt,119.0,32,35,2023-09-30,0.5,6,130,1,City Registration Pending,edgewater,78248
29103060,Elegant & Clean Cottage Apt 20 minutes from O’Hare,54498471,Elliot & Deena,,Jefferson Park,41.97052,-87.75786,Entire home/apt,201.0,3,173,2024-06-11,2.84,1,291,38,R19000043252,jefferson park,90018
29209840,Stay with friends in Unique Andersonville Home!,90128865,Marty & Rob,,Edgewater,41.98847,-87.67075,Private room,185.0,3,8,2023-11-13,0.13,3,70,1,R21000068268,edgewater,78248
29216241,Enjoy cozy apartment with private entrace,52396703,Douglas,,West Garfield Park,41.87475,-87.72419,Entire home/apt,120.0,32,0,,,1,365,0,City registration pending,west garfield park,60624
29481624,"Pilsen Modernist, Creative, Lightfilled Loft",1482951,Daniel And Tes,,Lower West Side,41.8592643737793,-87.65789794921875,Entire home/apt,167.0,2,319,2024-06-09,4.64,2,114,69,R17000015422,lower west side,60608
29704960,DaQuietPLACEtoRELAX/5bdrm/15Min Downtown/8mMidway.,223534020,Fortino,,Brighton Park,41.80917,-87.71045,Entire home/apt,249.0,2,122,2024-06-17,1.79,2,332,20,R24000113358,brighton park,60632
29880855,Lincoln Park Getaway Chicago SubwayThemed UNIT 2,180004994,Jeannie And Maria,,Lincoln Park,41.92904,-87.66278,Entire home/apt,152.0,2,31,2024-06-02,0.46,4,171,11,R24000115763,lincoln park,80204
29941738,Wicker Park Graffiti Themed Loft,180004994,Jeannie And Maria,,Lincoln Park,41.92815,-87.66478,Entire home/apt,224.0,2,77,2024-06-16,1.14,4,253,14,R24000115765,lincoln park,80204
29942397,Go Cubs Go!,180004994,Jeannie And Maria,,Lincoln Park,41.92782,-87.66459,Entire home/apt,234.0,2,60,2024-06-09,0.88,4,239,11,R24000115766,lincoln park,80204
29964527,Beautiful European Apartment,33816779,Michael,,Woodlawn,41.78091,-87.61007,Entire home/apt,175.0,3,92,2024-06-16,1.36,1,276,23,R22000093421,woodlawn,97211
30023762,ThePARADISE/8mMidway20mDowntownQuietArea.FreeWiffi,223534020,Fortino,,Brighton Park,41.80848,-87.71082,Entire home/apt,93.0,2,223,2024-06-17,3.27,2,317,29,R24000113358,brighton park,60632
30089490,Cozy Urban Garden Apartment,166472628,Marta,,Jefferson Park,41.97932,-87.77409,Entire home/apt,76.0,1,199,2024-06-10,2.94,1,31,30,R18000036387,jefferson park,90018
30532358,Couch Surf /Flex Check-in/ Hold Luggage /Shuttle,691000,Nonya,,West Englewood,41.77595,-87.65479,Shared room,25.0,33,4,2023-02-16,0.07,15,360,0,R17000014173,west englewood,60636
30687839,Get Cozy at a Powder-Blue Residence in the Heart of Pilsen,172229895,Bel,,Lower West Side,41.854916427665145,-87.65207787308223,Entire home/apt,133.0,2,332,2024-06-09,5.03,3,276,80,R23000097991,lower west side,60608
30735784,lakefront apartment,11404643,Alma,,Edgewater,41.98628,-87.65477,Entire home/apt,145.0,3,134,2024-06-11,2.0,1,284,38,R24000116555,edgewater,78248
30791532,"Lovely Studio Downtown, City View, swimming pool.",49819547,Tiago,,Rogers Park,42.0122,-87.66552,Entire home/apt,210.0,60,0,,,1,365,0,R18000036772,rogers park,60626
30894435,320 Private RM in Happy Home w/ Laundry,91186260,Jessie,,Englewood,41.78977,-87.63453,Private room,42.0,32,48,2023-06-05,0.72,7,179,0,R19000037484,englewood,60621
31195091,Tranquil Elegance 2bdr/1bth Old Town Parking Prmts,88052222,Adrian & Veronica,,Lincoln Park,41.91294,-87.63611,Entire home/apt,460.0,32,0,,,4,311,0,,lincoln park,80204
31211340,Lincoln Park (Old Town) Guest House+ Parking Prmts,88052222,Adrian & Veronica,,Lincoln Park,41.91415,-87.63639,Entire home/apt,189.0,32,10,2023-09-14,0.17,4,204,3,,lincoln park,80204
31356183,Private Suite-Beautiful Historic Chicago Red Brick,234785808,Tracy,,Rogers Park,42.01288,-87.67219,Private room,98.0,3,82,2024-06-11,1.24,2,215,12,R22000077416,rogers park,60626
31490616,University Retreat,235928634,Michael,,Woodlawn,41.78379,-87.59842,Entire home/apt,111.0,1,156,2024-05-27,2.41,1,87,20,R22000079517,woodlawn,97211
31509848,Logan Square - No Service Fees - O’Hare CTA,71463113,Barry And Charlene,,Avondale,41.9332,-87.70901,Entire home/apt,196.0,2,100,2024-06-15,2.62,1,74,44,R22000077323,avondale,95824
31512539,Classic Chicago 2-Flat Living Newly Renovated,108748830,Chris,,Edgewater,41.98351,-87.66751,Entire home/apt,224.0,3,132,2024-06-17,2.0,1,67,29,R22000077355,edgewater,78248
31640920,Chicago home away from home,16961442,William,,Brighton Park,41.81979,-87.70315,Entire home/apt,90.0,32,69,2024-04-01,1.06,1,263,2,R22000088234,brighton park,60632
31852150,Free street parking - Backyard Oasis,43010919,Jacki,,Edgewater,41.98517,-87.66792,Entire home/apt,281.0,2,108,2024-06-17,1.66,1,161,26,R19000038598,edgewater,78248
31909493,Beautiful Chicago Greystone,162475814,Michael,,West Garfield Park,41.86979,-87.72272,Entire home/apt,231.0,2,66,2024-06-08,4.11,1,145,43,R23000097643,west garfield park,60624
32139905,Cozy Avondale apt right by Belmont blue line stop,53898532,Daniel,,Avondale,41.94124398150169,-87.71544332615052,Entire home/apt,108.0,2,119,2024-06-17,1.83,1,24,22,R23000109364,avondale,95824
32288005,2BR workfriendly guest suite+parking btwn ORD&Loop,194299805,Shaun,,Avondale,41.93387,-87.7191,Entire home/apt,115.0,32,17,2024-06-05,0.32,2,234,4,,avondale,95824
32356105,Edison Park Gem!!,55327009,Loretta,,Edison Park,42.00714,-87.82048,Private room,60.0,30,6,2024-05-01,0.1,1,321,2,R19000038955,edison park,60631
32466949,Jean's House—Restored Historic Andersonville Craftsman,182030137,Larry,,Edgewater,41.98377,-87.67126,Entire home/apt,,4,111,2024-05-20,1.74,1,25,22,R21000075501,edgewater,78248
32587185,Lovely City Living Near Downtown-Food-Train,50333985,Gabriel,,Lower West Side,41.85694,-87.67701,Entire home/apt,132.0,2,272,2024-06-09,4.28,2,100,44,R21000068936,lower west side,60608
32669282,McFetridge House - Beautiful Private Garden Apt #2,234785808,Tracy,,Rogers Park,42.01294,-87.6721,Entire home/apt,97.0,4,50,2024-06-14,0.78,2,187,14,R22000077416,rogers park,60626
32697199,Soft Palate & Warm Bricks at a Rogers Park Home,182780903,Lilian,,Rogers Park,42.0179,-87.67443,Entire home/apt,275.0,2,27,2024-06-11,0.43,3,317,3,R21000070839,rogers park,60626
32727041,Bright Condo Lincoln Park/Wrigley/Depaul +Parking!,153282233,Justin,,Lincoln Park,41.92918,-87.66024,Entire home/apt,266.0,2,234,2024-06-11,3.65,10,20,49,R19000039322,lincoln park,80204
32757953,Cozy Andersonville Cabin,205555232,Matt,,Edgewater,41.9795,-87.66898,Entire home/apt,169.0,2,108,2024-06-09,1.73,1,17,11,R19000040377,edgewater,78248
32815441,Cozy Depaul/Wrigley Garden Condo  +FREE Parking!,153282233,Justin,,Lincoln Park,41.92899,-87.65866,Entire home/apt,239.0,32,208,2023-10-21,3.23,10,293,18,2658740,lincoln park,80204
32871572,Wrigley Retreat - Full Home w/ Chicago Charm,14866234,Dustin,,Lincoln Park,41.93253,-87.65573,Entire home/apt,714.0,2,110,2024-06-11,1.72,1,294,12,R22000081260,lincoln park,80204
32877806,Handicap accessible apartment w/Level-2 EV Charger,227069903,Richard,,Hegewisch,41.65462,-87.54937,Entire home/apt,82.0,2,177,2024-06-19,2.77,1,191,39,R22000086585,hegewisch,60633
33249303,HUGE|3br/2ba/Near DT/Free Parking/WI-FI/Pilsen,156567268,Blanca,,Lower West Side,41.85548,-87.67985,Entire home/apt,139.0,2,280,2024-06-03,4.4,1,93,40,R22000078208,lower west side,60608
33453179,Garfield Park Escape,252024867,James,,West Garfield Park,41.88594,-87.72223,Entire home/apt,113.0,1,127,2024-06-02,2.04,1,152,13,R19000040406,west garfield park,60624
33520562,Beach House Chicago With Terrace Backing on to Lake Michigan,252595263,Beach House,,Rogers Park,42.01957,-87.66426,Entire home/apt,217.0,32,71,2022-11-02,1.12,4,333,0,R20000055141,rogers park,60626
33615334,Heart of Pilsen,14988400,Sharon,,Lower West Side,41.85754,-87.66587,Entire home/apt,142.0,2,158,2024-06-06,2.53,3,29,36,R19000040372,lower west side,60608
33636138,Cozy City Apartment Near Downtown-Train-Food,50333985,Gabriel,,Lower West Side,41.85694,-87.67701,Entire home/apt,155.0,2,188,2024-05-19,2.98,2,143,27,R19000039886,lower west side,60608
33749042,Gamers Getaway 20 minutes from downtown,161740210,Daniel,,Pullman,41.72055,-87.59305,Entire home/apt,250.0,1,125,2024-06-03,1.99,1,353,12,R23000095387,pullman,60628
33855764,Top Floor City Apartment - free street parking!,129881621,Phoebe,,Lincoln Park,41.92712,-87.66859,Entire home/apt,151.0,2,104,2024-05-28,1.67,2,231,26,R21000069573,lincoln park,80204
33940403,Lincoln Park Joyful Home for 12,113257336,Beth,,Lincoln Park,41.9144,-87.6463,Entire home/apt,2599.0,3,28,2024-06-14,0.48,2,228,10,R21000073710,lincoln park,80204
34043080,Warm & Comforting 4br/2ba In Andersonville,255603957,India,,Edgewater,41.97675323486328,-87.66390991210938,Entire home/apt,79.0,1,149,2024-06-08,2.39,1,320,20,R22000087943,edgewater,78248
34088913,Live Like a Local + Roomy home by Mexican Museum,65922463,Yuriria,,Lower West Side,41.85555,-87.67277,Entire home/apt,,3,69,2024-04-11,1.23,1,1,15,R19000050239,lower west side,60608
34195425,2 Bed 2 Bath Condo/Rogers Park,17405364,Jennifer,,Rogers Park,42.00020605094575,-87.66888443380594,Entire home/apt,125.0,20,1,2023-08-15,0.1,3,63,1,R21000073244,rogers park,60626
34216617,The Avondale Elegance : Chicago Retreat,198527414,Angelica,,Avondale,41.94085,-87.71697,Entire home/apt,175.0,3,60,2024-05-27,1.76,6,213,1,R23000112407,avondale,95824
34303597,Charming & Peaceful Old Town Retreat,9094538,Nicole,,Lincoln Park,41.91331,-87.63998,Entire home/apt,127.0,33,45,2023-08-18,0.75,6,141,2,R23000101593,lincoln park,80204
34317819,Simple and Cozy Logan Square Garden Apt.,137501409,Giovannie,,Avondale,41.93272,-87.72247,Entire home/apt,96.0,1,101,2024-05-17,1.66,2,71,15,R22000093992,avondale,95824
34337538,Historic Old Town One Bedroom Garden Unit,33004,At Home Inn,,Lincoln Park,41.91376,-87.63784,Entire home/apt,105.0,32,35,2024-05-05,0.56,5,232,3,City registration pending,lincoln park,80204
34383700,Beautiful cozy place 3,183258122,Santiago,,New City,41.79442,-87.66167,Private room,35.0,32,19,2024-03-19,0.31,8,47,1,pending,new city,60609
34448656,Edgewater Glen Suite in Historical Home,8452959,Katie,,Edgewater,41.99565,-87.66217,Entire home/apt,189.0,32,215,2024-06-19,3.47,1,305,63,R22000082822,edgewater,78248
34514690,Lighthouse Room,110725131,Ronak,,West Garfield Park,41.87605,-87.72218,Private room,39.0,32,9,2022-11-05,0.15,5,123,0,R19000042272,west garfield park,60624
34597480,Bright One-Bedroom on the Park,23006345,Madeline,,Hyde Park,41.789,-87.58865,Entire home/apt,250.0,1,12,2023-05-27,0.2,1,258,0,R19000041362,hyde park,63107
34788331,Cozy Quiet Flat in Edgewater Glen,6136260,Keith & Janell,,Edgewater,41.9921,-87.66001,Entire home/apt,279.0,2,87,2024-06-10,1.58,1,178,21,R19000051612,edgewater,78248
34789562,2 bedroom apartment in Pilsen,42027768,Vilma,,Lower West Side,41.85601,-87.67138,Entire home/apt,99.0,30,5,2022-07-02,0.1,2,125,0,R18000026639,lower west side,60608
34809632,Cozy Stay,32200299,Nate,,Woodlawn,41.783544,-87.613592,Private room,50.0,2,17,2023-08-12,0.27,5,325,1,R17000015110,woodlawn,97211
34819360,Historic Pullman/Color Splash/Great Neighborhood,156698136,Dave & K. Dale,,Pullman,41.6882,-87.60491,Entire home/apt,119.0,2,101,2024-04-28,1.73,2,346,12,R19000042635,pullman,60628
34866762,Comfy 2 Bedroom Apartment w/ Office,32200299,Nate,,Woodlawn,41.78406,-87.61273,Entire home/apt,101.0,2,60,2024-06-09,2.63,5,279,31,R17000015110,woodlawn,97211
34866772,Comfy Stay,32200299,Nate,,Woodlawn,41.78417,-87.61256,Private room,57.0,2,8,2024-05-18,0.32,5,134,1,R17000015110,woodlawn,97211
35034266,Charming Edgewater/Andersonville Garden 1 bdrm.,28069606,Hikaru,,Edgewater,41.98612,-87.66991,Entire home/apt,101.0,2,205,2024-05-28,3.33,1,300,33,R22000084634,edgewater,78248
35039966,Spacious condo with open floor plan and fireplace,14865066,William,,Rogers Park,42.01375,-87.68298,Entire home/apt,239.0,2,24,2024-05-21,0.42,3,98,5,2209370,rogers park,60626
35284210,Couch Surf /Flex Check-in/ Hold Luggage /Shuttle,691000,Nonya,,Englewood,41.77783,-87.65407,Shared room,25.0,32,8,2023-04-08,0.13,15,356,0,R17000014173,englewood,60621
35428201,Charming and quite 2nd Floor Apartment in Logan Sq,5408912,Cesar,,Avondale,41.93558,-87.69736,Entire home/apt,118.0,32,57,2024-04-27,0.94,1,314,6,City registration pending,avondale,95824
35511310,Beautiful cozy place 1,183258122,Santiago,,New City,41.79424,-87.66138,Private room,34.0,32,18,2022-08-12,0.29,8,308,0,pending,new city,60609
35573202,"Pvt 1bdr Rogers Park, Loyola, Northwestern.",265479104,Kaye,,Rogers Park,42.00533,-87.66291,Entire home/apt,136.0,2,194,2024-06-02,3.22,1,274,48,R23000110050,rogers park,60626
35579703,Newly Renovated 2 Bdrm with Fireplace,20820568,Betsy And John,,Rogers Park,42.00121,-87.67118,Entire home/apt,96.0,32,37,2023-09-24,0.61,2,45,2,City registration pending,rogers park,60626
35645746,Autumn room,110725131,Ronak,,West Garfield Park,41.878,-87.72118,Private room,34.0,32,4,2024-06-04,0.09,5,328,1,R19000042272,west garfield park,60624
35765755,Gorgeous & trendy renovated 2 bedroom in Old Town,9094538,Nicole,,Lincoln Park,41.91496,-87.64144,Entire home/apt,172.0,32,51,2023-10-14,0.85,6,104,1,Registration pending,lincoln park,80204
36095198,Master bedroom with private bath 2 person hot tub,17405364,Jennifer,,Rogers Park,41.99986,-87.66977,Private room,65.0,15,4,2024-06-08,0.07,3,147,2,R19000044491,rogers park,60626
36260352,Charming Two Bedroom Near Downtown Chicago,4057812,Marc,,Lower West Side,41.85131,-87.68087,Entire home/apt,110.0,32,39,2023-11-10,0.65,5,131,2,City registration pending,lower west side,60608
36265163,Chicago Med Location: Artsy Loft Near Downtown,4057812,Marc,,Lower West Side,41.84903,-87.6813,Entire home/apt,90.0,32,66,2024-02-29,1.1,5,109,2,City registration pending,lower west side,60608
36351917,Bali-Inspired Bohemian Loft In Heart of Pilsen,4057812,Marc,,Lower West Side,41.8511,-87.6808,Entire home/apt,90.0,32,66,2024-04-30,1.1,5,73,2,City registration pending,lower west side,60608
36565054,Modern,146923691,Audra,,Lower West Side,41.85577,-87.65829,Entire home/apt,106.0,2,252,2024-06-03,4.23,1,79,57,R22000080151,lower west side,60608
36591524,1C Confortable room Neflix TV great location,127235673,Alex,,Edgewater,41.98633,-87.67256,Private room,,32,33,2024-04-01,0.55,7,175,1,R17000014400,edgewater,78248
36630764,Green Train. UChicago Medical Center 3 blks. Bike.,1385332,Patt,,Woodlawn,41.78313,-87.60748,Private room,48.0,32,8,2023-05-29,0.18,20,353,0,,woodlawn,97211
36631415,"Cozy and Spacious Avondale/LoganSquare, Chicago!",30482715,Sean,,Avondale,41.93682,-87.72368,Entire home/apt,226.0,3,58,2024-05-28,0.97,6,258,17,R19000044455,avondale,95824
36631488,Entire apt. UChicago 3blks. Private Parking avai.,1385332,Patt,,Woodlawn,41.78388,-87.60625,Entire home/apt,52.0,32,6,2022-12-17,0.1,20,299,0,,woodlawn,97211
36638326,Private Bth Woodlawn/HydePark UChicago. Green Line,1385332,Patt,,Woodlawn,41.78366,-87.60589,Private room,39.0,32,5,2022-08-27,0.09,20,300,0,,woodlawn,97211
36638765,Spacious Studio Space,8291465,Maria,,Avondale,41.93654,-87.72386,Entire home/apt,179.0,3,41,2024-06-03,0.68,1,319,6,R21000063906,avondale,95824
36727196,"Spacious, Modern 2BR Near U of C- Feels Like Home",72939001,Tiffany,,Woodlawn,41.78146,-87.6052,Entire home/apt,91.0,32,138,2023-12-22,2.32,1,298,1,City registration pending,woodlawn,97211
36729228,Edgewater Arts & Crafts Retreat,233472710,Terry,,Edgewater,41.98725,-87.66176,Private room,59.0,2,174,2024-06-09,2.9,1,115,28,R22000095072,edgewater,78248
36804964,"Where you want to BE! Stylish, Comfy, Luxe",45542882,John,,Edgewater,41.99562,-87.66833,Entire home/apt,397.0,5,51,2024-06-06,0.85,1,319,5,R17000014197,edgewater,78248
36832082,"❤︎ of Lincoln Park | 11ft Ceiling | 1,750ft² | W/D",268408488,Dan,,Lincoln Park,41.92387,-87.64005,Entire home/apt,414.0,1,224,2024-06-16,3.77,3,181,56,R20000059991,lincoln park,80204
36835843,3 blocks UChicago Hospital. Green Train. Bike.,1385332,Patt,,Woodlawn,41.78406,-87.60749,Private room,47.0,32,16,2024-05-23,0.28,20,357,2,,woodlawn,97211
37056001,The perfect home to rest your head!,9094538,Nicole,,Edgewater,41.98799,-87.66175,Entire home/apt,152.0,32,79,2024-05-26,1.32,6,142,11,R22000080655,edgewater,78248
37091430,Peaceful & Airy Modern-Chic Condo in Trendy Pilsen,88547320,Laura,,Lower West Side,41.85675,-87.68591,Entire home/apt,121.0,1,313,2024-06-04,5.48,11,243,68,R20000052495,lower west side,60608
37143206,Shore side room,110725131,Ronak,,West Garfield Park,41.87745,-87.72262,Private room,42.0,30,6,2024-01-16,0.1,5,109,2,R19000042272,west garfield park,60624
37417133,"Rogers Park Gem Full Apt near NU, Loyola, Red line",40736013,Margo,,Rogers Park,42.01741,-87.66416,Entire home/apt,89.0,10,43,2024-05-31,0.74,1,178,6,R23000105528,rogers park,60626
37521255,Private Beachfront Retreat includes parking,252595263,Beach House,,Rogers Park,42.00914,-87.6635,Entire home/apt,434.0,32,62,2021-08-22,1.05,4,257,0,City registration pending,rogers park,60626
37566107,"Spacious 3 BR close to Beach, Red Line and Loyola",247334879,Bill,,Rogers Park,41.99892,-87.66091,Entire home/apt,214.0,3,99,2024-05-27,1.68,2,195,21,R24000113899,rogers park,60626
37658384,The Best of Lincoln Park!,40497809,Andy,,Lincoln Park,41.92932,-87.65165,Entire home/apt,329.0,2,68,2024-06-03,4.11,1,242,48,R24000114439,lincoln park,80204
37711825,2Bed/Workareas/Fun/Safe/Comfort/Cable/HSI (ST),39860867,John,,Avondale,41.93435,-87.70474,Entire home/apt,114.0,2,97,2024-06-12,2.26,2,95,26,R21000062402,avondale,95824
37714454,Long-Term Lakefront House Share,10921133,Steven,,Rogers Park,42.01084,-87.66389,Private room,56.0,10,15,2024-05-31,0.28,1,221,6,R22000082894,rogers park,60626
37865528,1) Decent Lion,286802480,Henry,,West Garfield Park,41.87402,-87.72936,Private room,25.0,3,9,2024-06-06,0.15,3,150,4,R24000114793,west garfield park,60624
37866160,3) Sweet Cat,286802480,Henry,,West Garfield Park,41.88224792480469,-87.72218322753906,Private room,23.0,3,25,2024-03-24,0.43,3,10,7,R24000114793,west garfield park,60624
37913525,Hollywood Nights,20686013,Leelach,,Edgewater,41.98462844779126,-87.66748381549985,Entire home/apt,239.0,2,30,2024-06-15,2.26,1,155,25,R24000113449,edgewater,78248
38029850,Beautiful cozy place G2,183258122,Santiago,,New City,41.79601,-87.66097,Private room,34.0,1,24,2024-05-31,0.41,8,162,3,R19000046212,new city,60609
38045144,Modern Condo Near Downtown Chicago/University Of C,288686625,Jonta,,Englewood,41.79128,-87.63312,Entire home/apt,213.0,32,11,2022-01-05,0.31,3,365,0,R20000051711,englewood,60621
38099565,Chicago Lincoln Park Getaway,3382417,Heather,,Lincoln Park,41.93056,-87.63848,Entire home/apt,146.0,1,134,2024-05-31,2.29,6,95,39,R22000093504,lincoln park,80204
38133731,5mins UChicago Medical Center. SMALL Bedroom.,1385332,Patt,,Woodlawn,41.78465,-87.6075,Private room,43.0,32,7,2023-12-05,0.15,20,326,1,,woodlawn,97211
38161704,Attic apartment in a hip neighborhood!,94631948,Joanna,,Avondale,41.93608,-87.70865,Entire home/apt,76.0,1,179,2024-05-31,3.06,1,114,29,R19000046188,avondale,95824
38406437,Beautiful cozy place G1,183258122,Santiago,,New City,41.7946,-87.66152,Private room,34.0,32,22,2022-08-27,0.38,8,108,0,R19000046212,new city,60609
38492820,MODERN COZY STUDIO CLOSE TO LOYOLA &RED LINE TRAIN,3191227,Nathalie,,Edgewater,41.98622,-87.65838,Entire home/apt,75.0,120,6,2022-11-30,0.1,1,301,0,R19000044513,edgewater,78248
38540686,"Old Town Cosmopolitan Four Bedroom, Four Bath",33004,At Home Inn,,Lincoln Park,41.91208,-87.63838,Entire home/apt,525.0,6,34,2024-05-22,0.61,5,271,18,R19000046419,lincoln park,80204
38615966,Beautiful cozy studio,183258122,Santiago,,New City,41.79474,-87.66156,Entire home/apt,47.0,32,37,2024-05-14,0.65,8,0,14,R19000046212,new city,60609
