id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,neighbourhood_normalized,zip_code
2384,Hyde Park - Walk to The University of Chicago,2613,Rebecca,,Hyde Park,41.7879,-87.5878,Private room,125.0,3,242,2024-06-08,2.1,1,328,23,R17000015609,hyde park,63107
10945,The Biddle House (#1),33004,At Home Inn,,Lincoln Park,41.91196,-87.63981,Entire home/apt,188.0,4,93,2024-06-16,0.75,5,196,26,2209984,lincoln park,80204
12140,Lincoln Park Guest House,46734,Shay And Robert,,Lincoln Park,41.92357,-87.64947,Private room,339.0,2,16,2024-05-27,0.15,1,151,1,R20000055258,lincoln park,80204
94450,Comfy Garden Suite in Andersonville,504470,Mark,,Edgewater,41.9796,-87.66512,Entire home/apt,120.0,3,25,2024-06-03,1.07,1,41,14,R22000082956,edgewater,78248
145690,4BR/2BR Walk to North Ave Beach & Zoo~Close to El,683529,Joe,,Lincoln Park,41.91289,-87.63864,Entire home/apt,326.0,32,86,2022-08-11,0.78,23,299,0,2083778,lincoln park,80204
207218,Historic Pullman Artist Flat - Monthly Rental,1019125,Jb,,Pullman,41.68843,-87.60712,Entire home/apt,100.0,32,318,2024-01-15,2.04,3,301,13,R21000073121,pullman,60628
207351,Pullman Art Studio - One Person - Monthly Rental,1019125,Jb,,Pullman,41.68954,-87.60786,Entire home/apt,50.0,32,46,2023-08-08,0.3,3,117,1,R21000073121,pullman,60628
220333,Pullman School House Apartment - monthly rental,1019125,Jb,,Pullman,41.68912,-87.60725,Entire home/apt,100.0,32,5,2024-05-12,0.03,3,316,2,,pullman,60628
289689,"28 Day+ Med student, interns & interim stays.",1376077,Killian,,Edgewater,41.97806,-87.65676,Private room,32.0,32,68,2024-03-02,0.45,1,273,2,R21000062931,edgewater,78248
634310,The Stained Glass Apt. Edgewater #1,2915265,Felice,,Edgewater,41.99688,-87.66449,Private room,70.0,3,125,2024-06-14,0.87,2,315,11,R22000091618,edgewater,78248
863120,Cozy Private Room in a unique Chicago Penthouse,4525503,Nejla And Enki,,Lincoln Park,41.92218,-87.66079,Private room,85.0,2,154,2024-03-31,1.16,1,107,15,R21000072699,lincoln park,80204
929914,Charming renovated Victorian apartment in Old Town,5007980,Lynn,,Lincoln Park,41.912410736083984,-87.63896942138672,Entire home/apt,,2,486,2024-06-03,3.56,1,9,45,R21000073898,lincoln park,80204
979841,"Huge Victorian near Loyola, Lake #1",5076708,Lois And Eduardo,,Rogers Park,42.00588,-87.66853,Private room,89.0,2,323,2024-06-16,2.37,4,310,39,R17000015436,rogers park,60626
979926,"Huge Victorian near Loyola, Lake #2",5076708,Lois And Eduardo,,Rogers Park,42.00477,-87.66842,Private room,79.0,2,352,2024-06-07,2.6,4,320,38,R17000015436,rogers park,60626
979942,"Huge Victorian near Loyola, Lake #3",5076708,Lois And Eduardo,,Rogers Park,42.00378,-87.66807,Private room,79.0,2,322,2024-06-17,2.36,4,315,28,R17000015436,rogers park,60626
983640,Huge Victorian near Loyola 2bd Apt,5076708,Lois And Eduardo,,Rogers Park,42.00456,-87.67058,Entire home/apt,179.0,2,274,2024-06-11,2.04,4,291,29,R17000015436,rogers park,60626
1171860,"Lincoln Park Studio, Great Value!",2658212,James,,Lincoln Park,41.92655,-87.64226,Entire home/apt,120.0,2,706,2024-06-19,5.29,3,35,40,R22000081599,lincoln park,80204
1242709,Beautiful/Large SE Evanston Apt,1254363,Mark,,Rogers Park,42.01938,-87.67985,Entire home/apt,149.0,7,16,2022-10-15,0.14,1,342,0,,rogers park,60626
1321332,Lincoln Park Single Family Home,946954,Jeff,,Lincoln Park,41.93089,-87.66946,Entire home/apt,727.0,2,114,2024-03-24,0.88,1,290,3,2262746,lincoln park,80204
1502674,The Biddle House (#2),33004,At Home Inn,,Lincoln Park,41.91175,-87.63834,Entire home/apt,216.0,4,125,2024-06-09,0.95,5,173,31,2209985,lincoln park,80204
1573401,Spacious & serene in hip spot. Sleeps 4.,8186262,April,,Lower West Side,41.85592,-87.66249,Private room,63.0,2,393,2024-06-05,5.02,2,52,59,R21000069179,lower west side,60608
1591370,Cozy Northside Apt near trains & free St. parking,8489460,Holly + Mark,,Rogers Park,42.01177,-87.67758,Entire home/apt,166.0,2,193,2024-06-15,1.47,1,256,15,R22000090320,rogers park,60626
1620098,Bedroom + apartment in Lincoln Park,8619275,Leszek,,Lincoln Park,41.92817,-87.64282,Private room,155.0,1,71,2024-06-02,0.54,1,83,7,R22000079040,lincoln park,80204
1759389,Casa Corazón (W) near Rush / UIC,1559157,Amanda,,Lower West Side,41.84801,-87.68127,Private room,82.0,2,156,2024-06-15,1.2,3,207,12,R20000054162,lower west side,60608
1810118,LARGE 1BR/Private Full Bath near U of Chicago,9483312,Ryan,,Woodlawn,41.77738,-87.60041,Private room,79.0,4,368,2024-06-04,2.92,2,108,8,R17000015592,woodlawn,97211
1837153,Musician's Quarters,9601147,Chester,,Hyde Park,41.79989,-87.59432,Entire home/apt,112.0,32,59,2024-03-29,0.46,1,290,1,City registration pending,hyde park,63107
1854000,Elegant Lakefront Near Wrigley Field Lake Michigan,9471604,James,,Lincoln Park,41.93264,-87.64311,Entire home/apt,364.0,32,155,2022-08-09,1.22,1,365,0,R93749978238,lincoln park,80204
2189522,Casa Corazón (E) near Rush / UIC,1559157,Amanda,,Lower West Side,41.84828,-87.68021,Private room,82.0,2,207,2024-06-16,1.66,3,208,23,R20000054162,lower west side,60608
2543231,Private room near Downtown,2850286,Amado,,Lower West Side,41.85669,-87.65132,Private room,65.0,32,246,2022-09-01,1.98,1,135,0,City registration pending,lower west side,60608
2824585,#54-Home away from home- Safe place,13389580,Ed,,Dunning,41.9443,-87.79831,Private room,45.0,32,29,2022-09-03,0.24,2,324,0,R17000013486,dunning,60634
3267902,Ravenswood Guest House Annex,2676165,Richard,,Edgewater,41.98908,-87.66697,Entire home/apt,89.0,2,386,2024-06-20,3.16,1,257,36,R23000104940,edgewater,78248
3445991,"#55-Clean,Great area. free parking, 24h check in.",13389580,Ed,,Dunning,41.94418,-87.79895,Private room,35.0,32,6,2022-04-20,0.05,2,39,0,City registration pending,dunning,60634
3453656,Private large room with your own bathroom,17405364,Jennifer,,Rogers Park,42.00146,-87.66982,Private room,54.0,15,42,2024-06-09,0.38,3,24,1,R21000073244,rogers park,60626
3517984,Private room w/bath in urban canopy,11294056,Amanda,,Hyde Park,41.79963,-87.59186,Private room,76.0,1,450,2024-06-17,3.75,1,39,58,R17000015187,hyde park,63107
3590692,"Modern, Super-CLEAN, Garden Level  Bedroom 3",12955486,Luke & Ligia,,Edgewater,41.99103,-87.66166,Private room,49.0,20,47,2024-04-13,0.39,3,258,3,R18000034100,edgewater,78248
3696178,Beautiful condo close to the beach,18742622,Barbara,,Rogers Park,42.0222,-87.67226,Private room,68.0,2,76,2024-06-09,0.68,2,222,9,R23000109108,rogers park,60626
3953322,Spacious Luxury Townhouse - Old Town,20490917,Robert,,Lincoln Park,41.91374,-87.64014,Entire home/apt,109.0,1,201,2024-06-12,1.97,2,265,25,R22000092254,lincoln park,80204
4067870,Casa Corazón (N) near Rush / UIC,1559157,Amanda,,Lower West Side,41.84828,-87.68021,Private room,82.0,2,137,2024-06-16,1.19,3,207,16,R20000054162,lower west side,60608
4105283,Short-Term Sublet Near Lake Michigan,18649856,Rachel,,Edgewater,41.99701,-87.66099,Entire home/apt,42.0,75,211,2023-09-15,1.78,1,34,1,R22000090276,edgewater,78248
4257285,The Stained Glass Apt. Edgewater #2,2915265,Felice,,Edgewater,41.99632,-87.66385,Private room,65.0,3,76,2024-06-15,0.64,2,335,14,R22000091618,edgewater,78248
4852830,Private bedroom in Lincoln Park,597871,Matt,,Lincoln Park,41.91233,-87.65146,Private room,120.0,2,323,2024-06-04,2.85,1,288,25,R17000015165,lincoln park,80204
5283285,The Flower Power Room,22215535,Matt,,Lower West Side,41.85707,-87.67082,Private room,25.0,32,155,2018-06-27,1.36,3,41,0,City registration pending,lower west side,60608
5297152,Fresh and Sunny Bed & Bath by UofC,9499059,Bennett,,Hyde Park,41.79755783081055,-87.59791564941406,Private room,82.0,3,226,2024-05-26,2.01,3,264,13,R17000014580,hyde park,63107
5537682,The Rectory,28715964,David,,Lincoln Park,41.92032,-87.66153,Entire home/apt,224.0,2,256,2024-06-01,2.33,2,196,32,R19000037446,lincoln park,80204
5537683,The Chapel: Great family spot,28715964,David,,Lincoln Park,41.92061,-87.66324,Entire home/apt,275.0,2,244,2024-06-06,2.16,2,207,22,R23000097194,lincoln park,80204
5847065,Goose & Fox Hostel Lincoln Park,30356781,Greg,,Lincoln Park,41.91775,-87.65508,Private room,69.0,2,238,2024-06-10,2.14,2,45,25,R17000013070,lincoln park,80204
5851115,Great Place Garfield Park 3 Bedroom,28811949,Seth & Mike,,West Garfield Park,41.87669,-87.72146,Entire home/apt,104.0,32,498,2024-06-03,4.44,1,300,20,R17000013966,west garfield park,60624
6365974,Cute cozy cottage 20 min 2 downtown,31669178,Donna,,Hegewisch,41.65064,-87.54074,Entire home/apt,129.0,32,44,2024-05-18,0.4,7,174,3,R18000024333,hegewisch,60633
6472628,Pilsen Custom Home,33813743,Zandra,,Lower West Side,41.84998,-87.67714,Private room,68.0,32,51,2023-08-06,0.46,1,362,1,R21000073252,lower west side,60608
6480445,Tree top 2nd floor 3 bedrm Apt,28172807,Sadie Rose And Patrick,,Avondale,41.93395,-87.71078,Entire home/apt,163.0,2,276,2024-06-02,2.81,1,275,38,R19000040422,avondale,95824
6515667,2BD/1B Old Town!   Walk to North Ave. Beach & Zoo,683529,Joe,,Lincoln Park,41.91268,-87.63895,Entire home/apt,282.0,32,87,2023-11-26,0.81,23,360,7,2209279,lincoln park,80204
6528832,2BD/2BA  2 blks to EL-Lincoln Pk Zoo-walk to beach,683529,Joe,,Lincoln Park,41.91285,-87.63864,Entire home/apt,264.0,32,85,2023-11-27,0.86,23,365,12,2209280,lincoln park,80204
6528867,2BD/2BA 2 blck to EL-Walk to Zoo & Beach,683529,Joe,,Lincoln Park,41.91285,-87.63864,Entire home/apt,273.0,32,81,2023-12-27,0.82,23,355,13,2209281,lincoln park,80204
6576714,Private BR;Parking by UofC/HydePark,34396037,Kristy,,Woodlawn,41.77555,-87.59546,Private room,66.0,2,134,2024-06-10,1.23,1,311,14,R21000075107,woodlawn,97211
6673071,"RARE FIND Luxury 4BR, 3BTH. Lincoln Park/DePaul",31719241,Susan,,Lincoln Park,41.92909,-87.66318,Entire home/apt,599.0,180,27,2019-05-24,0.25,1,180,0,R17000013560,lincoln park,80204
6724355,NIce 2 Bedroom Private Condo,32200299,Nate,,Woodlawn,41.78355,-87.61363,Entire home/apt,159.0,2,126,2023-10-09,1.16,5,242,3,R17000015110,woodlawn,97211
6732036,Spacious unique artist's home in Pilsen,34217631,Kenneth,,Lower West Side,41.8555,-87.64535,Entire home/apt,179.0,2,159,2024-06-02,1.46,1,86,25,R17000013921,lower west side,60608
6782452,Updated full floor urban retreat private suite,35506107,Eileen,,Edgewater,41.97654,-87.66111,Private room,100.0,2,410,2024-06-17,5.12,1,100,55,R18000036390,edgewater,78248
6854069,Lincoln Park 1BD/1BA Apt (1f),683529,Joe,,Lincoln Park,41.92751,-87.65011,Entire home/apt,234.0,32,84,2023-11-25,0.82,23,365,7,2209266,lincoln park,80204
6863046,Lincoln Park 2BD/1BA Fireplace #1r,683529,Joe,,Lincoln Park,41.92751,-87.65011,Entire home/apt,236.0,32,63,2024-02-04,0.59,23,363,7,2209267,lincoln park,80204
6863178,Lincoln Park 4BD/2BA Fireplace (2),683529,Joe,,Lincoln Park,41.92751,-87.65011,Entire home/apt,319.0,32,102,2024-04-28,1.02,23,353,16,2209278,lincoln park,80204
6866384,"Quaint studio apartment in Hyde Park,",35980410,Greg,,Hyde Park,41.78904,-87.5879,Entire home/apt,50.0,32,2,2024-04-30,0.32,1,161,2,,hyde park,63107
6967492,Logan Square -Green Room,36300208,Maria,,Avondale,41.93465,-87.73009,Private room,35.0,60,11,2024-05-31,0.1,4,219,1,R17000014489,avondale,95824
7319042,Private Bedroom + Bath in Rogers Park Family Home,686562,Patricia,,Rogers Park,42.00414,-87.67272,Private room,62.0,1,161,2023-10-26,1.48,1,0,14,R22000080423,rogers park,60626
7583774,Comfy Room in Vintage WalkUp,4336170,Catrina,,Lincoln Park,41.92904,-87.66201,Private room,71.0,2,54,2024-06-06,0.51,1,312,11,R19000040978,lincoln park,80204
7692835,Cozy Coach House,40401910,Scott,,Edgewater,41.99439,-87.67069,Entire home/apt,100.0,2,374,2024-05-28,3.52,1,8,38,R23000097152,edgewater,78248
7718819,Logan Square -  Queen Comfort,36300208,Maria,,Avondale,41.93423,-87.73024,Private room,38.0,60,12,2023-09-01,0.11,4,300,1,R17000014489,avondale,95824
7906341,1 of 2 beds-2nd furnished bedroom-,41690970,Hana,,Rogers Park,42.0075,-87.66893,Shared room,63.0,32,8,2023-10-09,0.08,3,365,1,R23000095691,rogers park,60626
8273329,Second bed (twin) in a private room,41690970,Hana,,Rogers Park,42.00809,-87.67159,Shared room,62.0,32,4,2018-09-18,0.04,3,179,0,R23000095691,rogers park,60626
9007351,Bedroom with bathroom,47035703,Edwin,,Lower West Side,41.85383,-87.67472,Private room,68.0,2,327,2024-06-17,3.35,3,6,45,R23000107333,lower west side,60608
9059696,Small Studio Apt  Located in Pilsen,47260765,Josue,,Lower West Side,41.85814,-87.67103,Entire home/apt,97.0,32,196,2020-11-01,2.09,1,363,0,City registration pending,lower west side,60608
9403751,Cozy Room in an Edgewater Flat,3592548,Dustin,,Edgewater,41.98948,-87.65836,Private room,68.0,2,76,2024-06-16,0.86,1,15,11,R23000105462,edgewater,78248
9452418,Relax in a Bright and Spacious Apt in Logan Square,3856180,Anne,,Avondale,41.93706855101173,-87.70976680230369,Entire home/apt,158.0,32,162,2024-05-25,1.55,1,116,3,City registration pending,avondale,95824
9660334,Vintage Charm Near Lake,11520899,Barbara,,Rogers Park,42.00626,-87.66208,Entire home/apt,211.0,2,124,2024-06-02,1.2,1,69,24,R21000073960,rogers park,60626
9679005,Logan Square-Butterfly Room,36300208,Maria,,Avondale,41.93277,-87.72975,Private room,35.0,60,14,2023-08-11,0.14,4,308,1,R17000014489,avondale,95824
10070422,5min walk to UnivOfChgo. Modern LUXE,11910936,Karen,,Woodlawn,41.78414,-87.60687,Private room,62.0,15,66,2020-08-24,0.7,12,174,0,R21000074029,woodlawn,97211
10071396,5min walk to UnivOfChgo. MODERN Luxe,11910936,Karen,,Woodlawn,41.78171,-87.60619,Private room,61.0,14,77,2024-02-01,0.81,12,252,1,R21000074029,woodlawn,97211
10072035,5min walk to UnivOfChicago. MODERN LUXE,11910936,Karen,,Woodlawn,41.78191,-87.60677,Private room,57.0,28,93,2023-12-23,0.98,12,323,3,R21000074029,woodlawn,97211
10100835,5min walk to UnivOfChicago. Modern LUXE,11910936,Karen,,Woodlawn,41.78229,-87.60564,Private room,58.0,14,65,2024-03-02,0.69,12,280,5,R21000074029,woodlawn,97211
10101026,5min walk to UofC.Willkommen欢迎. أهلاً و سهلاً,11910936,Karen,,Woodlawn,41.7822,-87.60769,Private room,59.0,10,67,2022-08-04,0.71,12,331,0,R21000074029,woodlawn,97211
10227627,Just Like Home,52551302,Christiana,,Woodlawn,41.78227,-87.59816,Entire home/apt,111.0,32,207,2021-11-28,2.04,1,89,0,City registration pending,woodlawn,97211
10254486,Cozy Garden Unit In Edgewater,1032337,Thomas,,Edgewater,41.99659,-87.66363,Entire home/apt,112.0,2,348,2024-06-18,3.39,1,290,47,R17000014900,edgewater,78248
10754882,Eclectic and Colorful Retro Apartment near Logan Square,12683531,Ben,,Avondale,41.94108,-87.72245,Entire home/apt,178.0,2,353,2024-05-27,3.62,1,125,28,R17000017773,avondale,95824
10945786,Park views in Pilsen (Rush/UIC),37168823,Adrienne,,Lower West Side,41.85478,-87.67473,Entire home/apt,135.0,32,126,2024-04-10,1.25,1,149,8,R21000075435,lower west side,60608
10997225,Private penthouse suite with skyline view,57063930,Steve,,Lincoln Park,41.92715,-87.65059,Private room,141.0,1,345,2024-06-17,3.45,1,278,36,R22000090940,lincoln park,80204
11142450,Sydni Suites near the UChicago Campus,57893727,Bill & Kathy,,Woodlawn,41.77825,-87.58721,Entire home/apt,129.0,3,162,2023-10-09,1.87,2,2,10,R23000097649,woodlawn,97211
11145640,Sydni Suites near the University of Chicago 2-bdrm,57893727,Bill & Kathy,,Woodlawn,41.77605,-87.58724,Entire home/apt,,32,132,2023-09-25,1.34,2,1,10,R21000073744,woodlawn,97211
11146518,The Park Place Front Room,22215535,Matt,,Lower West Side,41.85563,-87.67217,Private room,,32,28,2021-09-27,0.28,3,0,0,R17000020507,lower west side,60608
11146814,Matt's Park Place,22215535,Matt,,Lower West Side,41.85563,-87.67217,Entire home/apt,300.0,32,209,2019-10-28,2.06,3,83,0,R17000020507,lower west side,60608
11637237,Eclectic Artist Designed Sanctuary Heart of Pilsen,1482951,Daniel And Tes,,Lower West Side,41.85927963256836,-87.65789031982422,Entire home/apt,141.0,2,439,2024-06-10,4.39,2,95,58,R17000015422,lower west side,60608
11866232,2Bed 2Bath Hyde Park Condo,13893889,Meghan And Mike,,Hyde Park,41.80001,-87.60529,Entire home/apt,200.0,32,43,2022-10-30,0.45,1,171,0,R17000014242,hyde park,63107
11965767,Unique Lincoln Park Duplex Apt,63912106,Bozena,,Lincoln Park,41.91806,-87.64258,Entire home/apt,160.0,5,450,2024-06-06,4.5,3,81,53,R21000072483,lincoln park,80204
12153109,A Family Rowhouse by UChicago,9499059,Bennett,,Hyde Park,41.796158,-87.597801,Entire home/apt,324.0,4,27,2023-08-05,0.28,3,17,2,R17000014580,hyde park,63107
12507128,"Edgewater escape, charming 2 BR, Rooftop Solar",148219704,Richard,,Edgewater,41.9907,-87.66695,Entire home/apt,124.0,2,302,2024-06-10,3.06,1,274,32,R22000077383,edgewater,78248
12536277,Great Edgewater/Andersonville private suite,54202421,Tripp & Todd,,Edgewater,41.98544692993164,-87.66254425048828,Private room,139.0,2,222,2024-06-10,2.25,1,300,36,R17000014863,edgewater,78248
12714714,Cozy Studio Apt. Home--5 Min. to U of C,69130426,Charla,,Hyde Park,41.79805,-87.60244,Entire home/apt,81.0,32,240,2024-05-16,2.49,2,291,14,R22000093397,hyde park,63107
12871814,Old Town/Lincoln Park Vintage Charm,48048331,John,,Lincoln Park,41.91215,-87.64146,Entire home/apt,179.0,32,213,2024-05-01,2.18,1,58,4,R17000013048,lincoln park,80204
12956671,"3 floor, 2000 sq ft home - central & clean!",27930759,Kris,,Lincoln Park,41.93102263430149,-87.64433800126022,Entire home/apt,382.0,2,28,2024-05-19,1.79,1,135,20,R23000105436,lincoln park,80204
13014320,Loft Style Private Apt (1 Room- 420 Friendly),71816766,Josh,,Rogers Park,41.99930791808328,-87.67077326697175,Private room,45.0,1,363,2024-06-18,3.72,5,5,43,R22000079928,rogers park,60626
13128883,Private Sunny Bedroom,14650054,Kevin,,Lower West Side,41.84898,-87.67959,Private room,27.0,200,36,2020-10-03,0.37,1,363,0,R17000014525,lower west side,60608
13148936,Webster Place by the zoo,72457998,Jon,,Lincoln Park,41.92114,-87.63986,Entire home/apt,239.0,3,73,2023-11-28,0.75,1,276,1,R17000013226,lincoln park,80204
13656154,Cozy Lincoln Park Nook with Free Street Parking!,129881621,Phoebe,,Lincoln Park,41.92754898282955,-87.66752290917015,Entire home/apt,127.0,2,257,2024-06-15,2.83,2,248,41,R17000014274,lincoln park,80204
13761202,Urban Oasis: 10 minutes to the Loop,10815319,Matteo,,Lower West Side,41.85666,-87.66925,Entire home/apt,,2,48,2021-09-24,0.5,1,1,0,R24000116585,lower west side,60608
13859218,Lincoln Park - Close to Everything- Near Downtown,81884236,Dany,,Lincoln Park,41.93038,-87.64908,Private room,63.0,1,187,2024-06-01,1.94,2,113,30,R17000013059,lincoln park,80204
13961352,Garden Apartment in Historic Hyde Park Mansion,12973246,Darryl,,Hyde Park,41.80087,-87.59439,Entire home/apt,218.0,2,96,2024-06-17,1.02,1,16,7,R21000074331,hyde park,63107
14028571,Chicago - Cozy Getaway - Minutes from Downtown,81884236,Dany,,Lincoln Park,41.9293927,-87.6482231,Private room,66.0,1,212,2024-05-25,2.2,2,115,26,R17000013059,lincoln park,80204
14085322,Heart of Chicago/ Pilsen Garden Studio,24462349,Nathan,,Lower West Side,41.85888,-87.67787,Entire home/apt,89.0,2,598,2024-06-11,6.21,1,42,31,R17000017643,lower west side,60608
14092623,Great Migration Guest House - Entire Guest House,21727461,Naomi,,Woodlawn,41.77859,-87.60467,Entire home/apt,307.0,2,3,2024-06-06,0.13,4,329,1,R22000084443,woodlawn,97211
14141704,"Modern, Super-CLEAN, Garden Level w/ Master Bath",12955486,Luke & Ligia,,Edgewater,41.98945,-87.66237,Private room,49.0,20,13,2023-09-08,0.14,3,206,1,R18000034100,edgewater,78248
14141861,"Modern, Super-CLEAN, Garden Level Bedroom 1",12955486,Luke & Ligia,,Edgewater,41.98987,-87.6623,Private room,39.0,20,28,2024-05-01,0.3,3,200,3,R18000034100,edgewater,78248
14296844,Spacious Old Town Loft in a Great Location.,45237292,John,,Lincoln Park,41.91163,-87.64001,Entire home/apt,496.0,32,339,2023-07-30,3.59,1,307,6,City registration pending,lincoln park,80204
14349670,Loft Style Private Apt 2 (1 Room- 420 Friendly),71816766,Josh,,Edgewater,41.99704593840833,-87.66992269454128,Private room,45.0,1,307,2024-06-08,3.21,5,5,45,R22000079928,edgewater,78248
14382622,Furnished University of Chicago Luxury Duplex,48388991,La,,Woodlawn,41.77588,-87.59388,Entire home/apt,72.0,32,3,2022-02-01,0.04,1,321,0,City registration pending,woodlawn,97211
14437950,"Cozy Condo, close to Downtown & Lake Michigan",71878654,Cherilyn,,Oakland,41.82152,-87.60196,Private room,50.0,32,128,2021-09-25,1.35,1,88,0,R17000015676,oakland,60653
14556304,Spacious & Relaxing Loft in Awesome Andersonville!,90128865,Marty & Rob,,Edgewater,41.9888,-87.67054,Private room,96.0,3,245,2024-06-12,2.6,3,105,30,R21000068268,edgewater,78248
14558757,Vibrant Artist's Comfort in Logan,18778927,Tyler,,Avondale,41.933759600935865,-87.70727589726448,Private room,91.0,1,9,2024-06-16,3.6,1,210,9,R24000115089,avondale,95824
14692738,Premium guest bedroom close to Loyola University,5294649,Emily,,Rogers Park,42.00848,-87.66326,Private room,48.0,32,36,2023-11-29,0.61,1,47,2,City registration pending,rogers park,60626
15011149,"Our home, just steps from Logan Square",24998094,Kelsey,,Avondale,41.93619,-87.7059,Entire home/apt,425.0,3,22,2023-12-28,0.39,1,17,3,R22000093587,avondale,95824
15026222,Luxe Flat-Two Full Baths- Forced Air & Parking!,94867877,Maia Lis,,Edgewater,41.99005,-87.66395,Entire home/apt,301.0,3,5,2024-06-13,0.06,2,62,1,City registration pending,edgewater,78248
15053294,Northside Chicago Favorite with parking!,95140453,Mark & Marcelo,,Rogers Park,42.01319,-87.67125,Entire home/apt,286.0,2,262,2024-06-10,2.82,1,294,45,R22000077000,rogers park,60626
15256715,Beautiful Three Bedroom Apartment Near Loyola,43509707,Patricia J,,Rogers Park,41.999504,-87.661541,Entire home/apt,94.0,1,270,2024-06-10,2.99,1,323,41,R17000014848,rogers park,60626
15328919,"Chicago’s Best Airbnb
In hip Avondale/Logan Sq",72214694,Carolynn,,Avondale,41.93705,-87.72359,Entire home/apt,500.0,32,90,2023-01-20,0.96,1,78,0,R17000015182,avondale,95824
15360554,Chic and Charming Vintage Condominium in Lincoln Park,24203102,Colin,,Lincoln Park,41.92171,-87.66472,Entire home/apt,205.0,3,316,2024-06-18,3.37,1,274,49,R22000090024,lincoln park,80204
15464357,Short stay-Warm and Cozy room in Beautiful Condo,18742622,Barbara,,Rogers Park,42.02076,-87.67362,Private room,55.0,3,122,2024-06-17,1.31,2,350,11,R23000109108,rogers park,60626
15484924,Basement room near Midway Airport,99925981,Cilmar,,Archer Heights,41.80359,-87.72147,Private room,61.0,2,478,2024-03-17,5.11,1,21,8,R17000014937,archer heights,60632
15659073,"Gorgeous, cozy 1-bedroom Suite in Andersonville",9252191,Betsy,,Edgewater,41.97934,-87.67127,Entire home/apt,87.0,2,327,2024-05-28,3.51,1,198,41,R22000077486,edgewater,78248
15662488,Lincoln Park! Walk Beach/Zoo!  Free Parking!  OBO,76244,Chris,,Lincoln Park,41.91854,-87.64024,Entire home/apt,200.0,5,47,2024-05-02,0.51,2,315,4,R23000099678,lincoln park,80204
15669026,Super Cozy Bed/Bath in Awesome Andersonville Home!,90128865,Marty & Rob,,Edgewater,41.98911,-87.6726,Private room,78.0,3,292,2024-06-17,3.14,3,98,35,R17000015791,edgewater,78248
16001987,"Remodeled, Near Loyola, Beach and Subway",71205935,Gary,,Rogers Park,42.00214,-87.66412,Entire home/apt,263.0,2,120,2024-05-27,1.31,1,259,15,R24000112680,rogers park,60626
16026075,Entire 1st Floor Apt near O'Hare/ORD & Blue Line,14045362,Anna,,Jefferson Park,41.96954,-87.77017,Entire home/apt,120.0,2,229,2024-04-14,2.6,1,114,18,R17000015238,jefferson park,90018
16039792,'22 CasaNova Modern City Living,29344264,Lilly,,Oakland,41.82412,-87.60415,Entire home/apt,514.0,2,37,2024-06-17,2.06,1,136,23,R22000093717,oakland,60653
16229723,Andersonville Living,256976840,Joseph,,Edgewater,41.98593,-87.66764,Entire home/apt,154.0,3,405,2024-06-14,4.45,2,114,49,R21000075436,edgewater,78248
16323999,FAST WIFI Apartment in Jefferson Park | Blue Line,3965428,Dominic,,Jefferson Park,41.97674,-87.76449,Entire home/apt,150.0,32,0,,,55,365,0,,jefferson park,90018
16630783,Bright Sunny Private/Guest Bedroom. Females Only.,2498168,Prema,,Jefferson Park,41.97303,-87.77702,Private room,35.0,32,15,2024-06-01,0.18,1,313,2,R17000017841,jefferson park,90018
16716143,Entire Unique Home in Edison Park,30561059,Brendan,,Edison Park,42.01312,-87.80916,Entire home/apt,185.0,3,368,2024-06-17,4.12,2,294,40,R17000015323,edison park,60631
16757056,Heart of Chicago 2BD + Parking,32137398,Gaby,,Lower West Side,41.84656,-87.68345,Entire home/apt,103.0,2,216,2024-06-17,2.41,1,105,31,R23000097172,lower west side,60608
17000460,Stunning 4BR/2BA Condo in Hyde Park - free parking,113922654,Alan,,Hyde Park,41.79918,-87.60431,Entire home/apt,328.0,2,180,2023-09-14,2.03,1,34,11,R24000117521,hyde park,63107
17098971,Room in Lakeside Place,5957981,Sabiha,,Hyde Park,41.79367,-87.58153,Private room,107.0,32,12,2018-06-10,0.14,1,88,0,City registration pending,hyde park,63107
17170225,The Vanderpool House,115500530,Frank,,Jefferson Park,41.96811,-87.75812,Entire home/apt,100.0,2,104,2024-06-18,1.21,1,133,29,R17000013811,jefferson park,90018
17206887,Historic Chicago Coach House In Lincoln Park,55692255,Elizabeth,,Lincoln Park,41.920066833496094,-87.6515121459961,Entire home/apt,54.0,1,254,2024-06-11,2.86,1,323,45,R20000059257,lincoln park,80204
17329552,"THE entire FLAT-2 FULL Baths! 
Forced Air-Parking!",94867877,Maia Lis,,Edgewater,41.98915,-87.66193,Entire home/apt,249.0,120,23,2023-04-14,0.27,2,141,0,R21000072327,edgewater,78248
17382991,Gated 3 Story Home perfect for Group Travelers,44427387,Gleatha,,Oakland,41.82173,-87.60428,Entire home/apt,600.0,2,100,2023-06-25,1.13,2,176,1,R21000072399,oakland,60653
17424708,The Avondale Guesthouse,9959757,Jedidiah,,Avondale,41.93563,-87.69241,Entire home/apt,186.0,1,215,2024-03-17,2.44,9,237,13,R19000048382,avondale,95824
